,EMf3, ECf11, EMf1, EMf7, MVf12, EMf2, ECf9, bkEC, bkEM, bkMV, EMw3, EMw6, ECw11, EMw1, EMw4, EMw7, EMw8, MVw12, EMw2, EMw5, ECw9, ECw10, MVw13
Otu000251,0,0,1,0,0,1,0,0,0,0,75,283,6,53,0,0,1,0,19,9,4,0,0
Otu000252,0,0,0,0,0,0,0,0,0,0,4,117,0,11,0,0,0,0,59,15,223,0,0
Otu000253,0,1,0,0,0,0,0,0,0,0,20,253,0,166,0,0,0,0,0,3,0,0,0
Otu000254,1,1,0,0,0,0,0,0,0,0,111,101,2,217,0,0,0,0,0,7,3,0,0
Otu000255,0,0,0,0,0,0,0,0,0,0,321,16,0,27,0,0,0,0,8,17,0,0,0
Otu000256,0,1,0,0,2,0,0,1,0,0,6,26,37,26,0,0,0,0,55,20,261,0,1
Otu000257,0,1,0,1,10,2,7,0,0,0,0,1,0,31,11,22,18,128,1,0,158,40,2
Otu000258,0,4,0,5,0,0,10,0,0,0,0,0,1,2,104,280,10,1,0,0,0,16,0
Otu000259,0,1,0,0,0,0,0,0,0,0,14,56,9,10,0,0,0,0,64,157,113,0,2
Otu000260,0,0,0,0,0,0,0,0,0,0,9,111,1,19,0,0,0,4,148,71,65,0,0
Otu000261,0,0,0,0,0,0,0,0,0,0,5,99,11,8,0,0,0,0,159,11,34,1,1
Otu000262,0,0,0,0,6,0,0,0,0,0,5,17,0,11,0,0,0,19,350,4,5,0,0
Otu000263,0,3,1,8,0,0,0,0,0,0,0,0,10,10,131,175,23,23,1,0,12,11,16
Otu000264,1,59,322,5,0,0,8,0,0,0,0,0,1,8,1,1,13,0,1,4,0,0,0
Otu000265,0,5,0,4,3,0,0,0,0,0,0,0,0,27,35,72,165,99,0,1,4,4,2
Otu000266,0,1,0,1,0,0,0,0,0,0,72,24,21,32,0,0,0,0,110,131,10,1,17
Otu000267,0,2,1,6,2,0,3,0,0,0,0,0,0,24,181,141,53,1,1,0,0,1,0
Otu000268,0,0,0,1,0,0,8,0,0,0,0,0,1,27,81,100,189,1,1,0,0,7,0
Otu000269,0,0,0,0,0,0,0,0,0,0,12,332,0,70,0,0,0,0,0,0,0,0,0
Otu000270,0,3,4,7,0,0,17,0,2,0,5,21,0,95,31,21,118,66,1,10,4,5,1
Otu000271,0,1,0,0,0,0,0,0,0,0,18,81,1,59,0,0,0,2,113,74,57,0,3
Otu000272,26,29,51,59,2,13,68,118,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000273,0,3,0,0,3,0,4,5,5,59,2,2,6,6,0,1,0,1,1,52,0,0,5
Otu000274,0,1,0,0,2,0,1,0,0,0,18,178,0,31,0,0,0,8,68,36,16,0,4
Otu000275,1,386,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Otu000276,0,0,0,0,0,0,0,0,0,0,32,241,2,96,0,0,0,0,0,7,1,0,17
Otu000277,0,0,0,0,0,0,0,0,0,0,154,102,6,97,1,0,0,0,11,18,4,1,1
Otu000278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,15,1,0,0
Otu000279,0,8,0,8,6,0,1,1,0,0,0,0,5,44,127,46,92,1,8,0,8,37,0
Otu000280,0,0,0,0,0,0,0,0,0,0,173,109,4,49,0,0,0,0,12,19,16,0,5
Otu000281,162,5,18,19,0,181,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000282,1,8,0,0,0,0,2,2,0,0,53,145,1,99,0,0,0,2,11,34,26,0,0
Otu000283,0,0,0,0,0,0,0,0,0,0,143,36,17,31,0,1,0,0,52,85,6,0,5
Otu000284,164,10,55,45,0,81,7,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Otu000285,0,1,0,0,28,1,0,0,0,0,3,54,8,14,0,0,0,60,23,8,164,1,8
Otu000286,0,0,0,1,3,0,0,0,0,26,0,0,1,0,0,0,2,338,0,0,0,0,2
Otu000288,0,5,0,12,8,0,2,0,0,0,0,1,20,56,15,26,120,4,0,1,24,73,4
Otu000289,0,0,0,0,0,0,0,0,0,0,0,0,0,126,20,93,113,0,5,1,1,11,1
Otu000290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,0,0,0,0,0
Otu000291,0,1,0,0,3,0,0,0,0,0,10,58,23,27,0,0,0,27,132,27,60,0,1
Otu000292,0,0,0,4,3,0,4,0,0,0,0,0,0,35,34,166,103,3,0,0,5,11,1
Otu000293,0,0,1,0,0,0,1,0,0,0,0,0,108,23,1,0,6,0,12,3,186,26,1
Otu000294,3,61,105,49,26,90,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Otu000295,0,0,0,0,0,0,0,0,0,0,16,76,2,70,0,0,0,0,95,33,63,0,10
Otu000296,0,0,0,1,1,0,0,0,0,0,7,138,4,34,0,0,0,0,79,7,95,0,0
Otu000297,0,0,0,0,0,0,0,0,0,0,94,32,0,239,0,0,0,0,0,0,0,0,0
Otu000298,0,0,1,47,22,0,3,0,0,0,0,3,0,23,49,59,21,125,1,0,6,2,0
Otu000299,0,1,0,2,16,0,0,0,0,0,0,1,0,24,1,4,58,254,0,0,1,0,0
Otu000300,0,6,34,1,2,0,15,0,0,0,49,13,25,75,0,0,0,0,88,25,20,0,5
Otu000301,0,0,0,0,0,0,0,0,0,0,0,0,0,62,93,33,114,0,0,1,2,48,4
Otu000302,0,0,0,0,0,0,0,0,0,0,0,0,0,117,20,38,22,0,0,0,5,146,7
Otu000303,0,0,0,0,3,0,0,0,0,0,0,128,33,8,0,1,0,0,24,2,60,0,4
Otu000304,0,0,0,0,0,0,0,0,0,0,0,0,0,138,32,46,17,0,0,0,4,113,3
Otu000305,114,13,19,53,3,140,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
Otu000306,0,1,0,1,4,0,6,0,0,0,0,0,0,36,9,51,138,104,0,0,0,0,1
Otu000307,1,4,5,1,0,0,53,42,171,74,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000308,0,0,0,2,0,0,3,0,0,0,0,1,0,7,27,110,123,70,0,0,0,8,0
Otu000309,0,98,147,5,0,0,82,0,0,5,0,0,2,0,0,0,1,1,1,2,2,0,0
Otu000310,5,2,2,14,0,4,33,35,152,100,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000311,0,0,0,0,0,0,2,0,0,0,139,52,0,84,0,0,0,0,29,19,5,0,0
Otu000312,0,0,0,0,1,0,0,0,0,0,174,99,5,54,0,0,0,0,1,3,0,0,4
Otu000313,0,1,0,0,0,0,0,0,0,0,0,0,0,68,39,132,94,0,0,0,0,5,0
Otu000314,0,1,2,0,0,17,0,2,1,0,0,0,310,3,0,0,0,0,0,1,0,0,0
Otu000315,0,0,0,0,4,0,0,0,0,0,20,213,0,73,0,0,0,6,0,8,2,0,9
Otu000316,0,1,0,2,0,0,0,2,0,0,36,235,0,58,0,0,0,0,0,0,0,0,0
Otu000317,0,0,0,0,2,0,0,0,0,0,3,24,0,0,0,0,0,0,304,1,0,0,0
Otu000318,0,0,0,0,0,0,2,0,1,14,3,265,1,31,0,0,0,0,9,0,3,0,3
Otu000319,0,1,0,1,0,0,3,4,8,101,4,15,2,17,0,0,0,1,0,1,0,0,1
Otu000320,0,0,0,1,0,0,0,1,0,172,0,116,0,27,1,0,0,0,2,0,7,2,0
Otu000321,1,4,1,0,0,0,2,0,0,0,0,0,0,272,30,8,0,10,0,0,0,0,0
Otu000322,0,0,0,0,0,0,0,0,0,0,0,0,6,66,70,66,78,0,0,0,1,39,0
Otu000323,0,2,5,25,0,0,4,5,1,0,0,1,0,21,121,114,6,2,1,0,4,9,2
Otu000324,0,0,0,0,0,0,0,0,0,0,0,0,0,25,11,154,126,0,1,0,0,4,0
Otu000325,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,247,0,0,0,0,0
Otu000326,0,0,1,0,0,0,0,0,0,0,2,14,30,4,0,0,2,0,34,0,56,0,13
Otu000327,0,0,0,0,0,0,0,0,0,0,6,35,0,17,0,0,0,0,251,9,2,0,0
Otu000328,1,137,26,1,0,5,48,0,0,0,0,23,11,35,0,0,0,0,5,4,22,2,0
Otu000329,0,0,0,0,0,0,0,0,0,0,65,147,4,28,0,0,0,2,15,44,3,0,1
Otu000330,0,1,0,0,0,0,0,0,0,0,54,82,4,19,0,1,0,1,117,39,0,0,0
Otu000331,0,0,0,0,0,0,0,0,0,0,47,165,0,47,0,0,0,0,26,20,12,0,0
Otu000332,0,0,0,0,1,0,0,0,0,0,14,81,1,17,0,0,0,0,36,162,3,0,2
Otu000333,0,0,0,0,0,0,0,0,0,0,0,0,0,53,14,102,140,0,0,0,0,8,0
Otu000334,0,2,0,0,0,2,0,0,0,0,4,13,39,3,0,0,0,0,60,55,38,0,0
Otu000335,0,1,6,3,7,0,3,0,0,0,0,0,0,5,1,0,1,281,0,0,7,0,0
Otu000336,0,0,0,0,0,0,1,0,0,0,0,0,0,140,74,39,12,0,0,0,0,48,0
Otu000337,0,0,0,1,1,0,1,0,0,0,0,0,3,41,74,74,81,2,0,0,0,35,0
Otu000338,0,0,0,0,6,0,0,0,0,0,0,112,0,46,0,0,0,34,0,10,0,0,15
Otu000339,5,12,22,34,0,6,40,34,132,21,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000340,0,0,0,0,0,0,0,0,0,0,24,135,0,27,0,0,0,2,98,14,3,0,0
Otu000341,0,4,0,0,35,0,3,0,0,0,32,49,4,8,0,0,4,49,6,2,58,0,1
Otu000342,0,0,0,0,30,0,0,0,0,0,0,7,0,0,0,0,0,265,0,0,0,0,0
Otu000343,0,0,0,0,3,0,0,0,0,0,73,98,14,7,0,0,0,0,37,58,8,0,4
Otu000344,0,0,0,0,1,0,0,0,0,0,16,135,2,34,0,0,0,0,97,15,0,0,1
Otu000345,0,0,0,0,264,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0
Otu000346,0,0,0,0,1,0,0,0,0,0,6,71,6,54,0,0,0,0,50,66,45,0,2
Otu000347,0,0,0,0,0,0,1,0,0,0,3,38,23,60,0,0,0,1,62,4,105,0,1
Otu000348,0,0,0,0,0,0,0,0,0,0,4,84,5,156,0,0,0,0,31,4,12,0,0
Otu000349,0,0,0,0,0,0,0,0,0,0,2,247,0,15,0,0,0,0,32,0,0,0,0
Otu000350,0,0,0,1,0,0,0,0,0,0,4,3,3,1,0,0,0,0,0,0,3,0,242
Otu000351,0,0,0,0,0,0,2,0,0,0,0,0,0,124,20,38,39,0,0,0,2,67,2
Otu000352,132,6,8,32,0,93,17,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Otu000353,0,8,0,0,0,0,1,0,0,0,0,0,1,45,40,33,119,0,0,0,16,24,5
Otu000354,0,0,0,1,1,0,0,0,0,0,5,165,22,21,0,0,0,0,7,35,34,0,0
Otu000355,0,3,5,17,0,0,0,0,0,2,0,0,0,30,7,58,51,118,0,0,0,0,0
Otu000356,0,3,5,6,0,0,3,0,0,0,3,4,2,30,22,54,52,67,8,7,13,9,1
Otu000357,0,0,0,0,18,0,0,0,0,1,5,24,12,19,0,0,0,11,10,7,42,0,28
Otu000358,1,15,14,184,0,0,1,0,0,0,1,1,1,15,5,19,17,2,0,0,1,3,10
Otu000359,17,10,7,9,2,27,4,12,47,148,0,0,3,0,0,0,0,1,1,1,0,0,0
Otu000360,0,0,0,0,0,0,0,0,0,0,24,152,0,30,0,0,0,0,77,5,1,0,0
Otu000361,0,0,0,0,0,0,0,0,0,0,29,105,0,116,0,0,0,0,4,2,7,0,26
Otu000362,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
Otu000363,0,1,0,0,0,0,0,0,0,0,0,0,0,55,29,139,56,0,0,0,0,8,0
Otu000364,96,10,31,23,8,80,20,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000365,0,0,0,0,1,0,0,0,0,0,64,89,12,44,0,0,0,2,33,16,24,0,1
Otu000366,0,2,0,1,0,0,0,0,0,0,0,0,13,30,46,50,67,2,2,0,15,50,7
Otu000367,0,0,0,0,0,0,0,0,0,0,0,0,0,32,80,104,56,0,0,0,0,12,0
Otu000368,0,0,0,0,0,0,0,0,0,0,0,0,0,67,8,150,26,0,0,0,0,32,0
Otu000369,0,0,0,0,0,0,0,0,0,0,1,159,21,15,0,0,0,0,80,4,0,0,0
Otu000370,0,0,0,0,0,0,0,0,0,0,279,0,0,2,0,0,0,0,0,0,0,0,0
Otu000371,0,11,0,11,76,0,16,9,54,0,0,0,0,0,0,0,0,36,0,0,0,0,67
Otu000372,0,0,0,0,0,0,0,0,0,0,5,72,4,44,0,0,0,0,24,1,121,0,8
Otu000373,0,1,1,0,0,0,0,0,0,0,16,58,7,48,0,0,0,0,52,48,19,0,27
Otu000374,0,1,0,1,0,1,6,0,0,0,0,0,0,162,59,31,16,0,0,0,0,1,1
Otu000375,85,4,11,24,0,151,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Otu000376,0,0,0,0,1,0,0,0,0,0,2,69,159,41,0,0,0,0,0,0,6,0,1
Otu000377,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,272,0,0,0,0,1
Otu000378,19,9,9,12,0,8,27,38,147,9,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000379,0,0,0,0,0,0,0,0,0,0,2,132,54,62,0,0,0,1,1,1,22,0,2
Otu000380,111,7,51,38,0,56,5,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000381,2,2,3,6,0,0,12,15,55,179,0,0,0,0,0,0,0,0,0,1,0,0,0
Otu000382,0,0,3,0,11,0,0,0,2,0,0,25,68,13,12,0,8,5,49,0,58,1,1
Otu000383,0,0,0,0,4,0,0,0,0,0,0,16,8,4,0,0,0,0,0,0,238,0,2
Otu000384,1,0,0,0,0,0,0,0,0,0,0,0,14,20,2,3,15,0,1,0,177,29,10
Otu000385,0,0,0,0,113,0,0,0,0,0,4,1,0,0,0,0,0,150,1,1,0,0,1
Otu000386,0,3,0,0,0,0,0,0,0,0,0,0,3,65,21,65,83,0,0,0,1,30,0
Otu000387,0,0,0,0,0,0,0,0,0,0,10,41,16,10,0,0,0,0,17,159,10,1,5
Otu000388,0,1,0,0,0,0,0,0,0,0,46,41,7,59,0,0,1,3,29,46,34,0,2
Otu000389,0,238,0,0,0,0,6,1,0,0,0,0,0,2,0,0,1,0,0,0,19,0,2
Otu000390,2,43,52,31,0,1,7,0,0,0,15,0,1,7,17,0,5,0,22,28,31,1,1
Otu000391,82,5,19,24,0,125,4,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0
Otu000392,0,1,0,0,0,1,0,0,0,0,0,0,0,40,27,0,50,0,0,0,29,96,21
Otu000393,0,2,0,0,0,0,0,0,0,0,0,0,0,36,66,82,73,0,0,0,0,5,0
Otu000394,1,38,0,1,0,0,9,0,1,0,1,24,18,12,5,0,3,1,17,28,89,1,2
Otu000395,2,1,11,12,0,4,28,29,120,56,0,0,1,0,0,0,0,0,0,0,0,0,0
Otu000396,0,0,0,0,0,0,1,0,0,0,0,0,48,0,0,0,0,0,0,0,164,2,48
Otu000397,0,2,0,0,0,0,0,0,0,0,0,0,3,48,4,1,36,1,0,1,105,48,14
Otu000398,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,1,0,0,0,1
Otu000399,0,0,0,0,0,0,0,0,0,0,2,19,3,8,0,0,0,0,125,8,12,0,74
Otu000400,0,0,0,0,0,0,0,0,2,0,16,130,6,11,0,0,0,0,94,2,0,0,2
Otu000401,0,0,0,0,0,0,0,0,0,0,166,18,5,11,0,0,0,0,9,37,17,0,0
Otu000402,0,0,0,0,0,0,0,0,0,0,248,1,0,7,0,0,0,0,0,5,1,0,0
Otu000403,0,3,0,0,0,0,0,0,1,0,114,98,0,32,0,0,0,0,1,13,0,0,0
Otu000404,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,197,4,4,0,0
Otu000405,0,0,0,0,0,0,0,0,0,0,0,131,7,99,0,0,0,0,15,7,2,0,0
Otu000406,0,15,187,8,0,0,6,1,0,0,0,0,0,17,5,3,15,0,0,0,2,0,0
Otu000407,1,1,0,0,1,0,0,0,0,0,1,48,0,189,0,1,0,0,4,2,0,0,0
Otu000408,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,227,16,1,0,0
Otu000409,0,0,0,0,0,0,0,0,0,0,0,30,3,4,0,0,0,0,133,5,24,0,5
Otu000410,0,0,0,0,0,0,0,0,0,0,0,0,1,83,21,3,21,0,0,0,16,101,10
Otu000411,0,0,0,0,0,0,1,0,0,0,0,1,2,38,10,84,111,0,0,0,1,8,0
Otu000412,0,0,0,0,0,0,0,0,0,0,168,34,16,19,0,0,0,0,2,14,0,1,1
Otu000413,0,0,0,0,0,0,0,0,0,0,68,109,3,13,0,0,0,0,0,0,0,0,0
Otu000414,0,1,0,0,0,0,1,0,0,0,0,0,55,5,0,0,0,1,2,0,91,86,10
Otu000415,3,5,8,3,0,2,4,106,105,16,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000416,0,0,0,0,0,0,0,0,0,0,28,64,6,64,0,0,0,0,55,8,10,0,9
Otu000417,0,0,0,0,0,3,0,0,0,0,1,1,31,16,1,4,27,1,8,0,40,82,36
Otu000418,3,0,0,0,1,0,0,0,0,0,7,106,3,11,0,0,0,6,73,7,17,0,17
Otu000419,0,0,1,0,0,0,0,0,0,0,0,0,0,54,58,45,83,2,1,1,0,4,0
Otu000420,0,0,0,0,21,0,0,0,0,0,0,27,1,0,0,0,0,142,48,0,8,0,1
Otu000421,0,0,0,0,0,0,1,0,0,14,0,0,0,19,2,1,14,181,0,0,3,13,0
Otu000422,100,14,32,24,2,61,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000423,0,0,0,1,0,0,1,0,0,0,0,0,17,48,19,38,70,0,4,0,4,44,0
Otu000424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,0,0,0,0
Otu000425,0,1,0,0,1,0,2,0,0,0,73,37,1,58,0,0,2,0,6,7,16,0,0
Otu000426,0,0,0,0,0,0,0,0,0,0,169,46,1,23,0,0,0,0,0,2,4,0,0
Otu000427,0,1,0,0,0,0,0,0,0,0,123,60,11,49,0,0,0,0,0,0,0,0,0
Otu000428,0,0,0,0,0,0,0,0,0,0,20,174,0,41,0,0,0,0,0,0,0,0,0
Otu000429,0,0,0,1,0,0,0,0,0,0,167,24,3,11,0,0,0,0,2,34,0,0,1
Otu000430,0,0,0,0,0,0,0,0,0,0,57,48,0,4,0,0,0,0,12,81,0,0,18
Otu000431,0,0,0,0,0,0,0,0,0,0,37,144,2,59,0,0,0,0,0,1,0,0,0
Otu000432,0,1,0,0,0,0,0,0,0,0,0,0,0,58,77,30,42,0,1,0,0,32,2
Otu000433,0,1,0,0,0,0,1,0,0,0,0,0,4,24,14,45,59,0,1,0,0,90,4
Otu000434,0,1,0,0,0,0,0,0,0,0,50,52,8,39,0,0,0,0,3,71,9,0,7
Otu000435,0,0,0,0,0,0,0,0,0,0,2,22,10,2,0,0,0,0,103,64,38,0,1
Otu000436,0,0,0,0,0,0,0,0,0,0,3,37,3,2,0,0,0,0,143,10,33,0,4
Otu000437,0,1,0,0,3,0,1,0,0,0,2,132,53,18,0,0,0,0,4,0,21,0,2
Otu000438,0,1,0,0,0,2,0,0,0,0,0,4,182,1,0,0,0,0,21,26,0,0,0
Otu000439,0,1,0,0,2,0,0,0,0,0,112,65,0,25,0,0,0,0,5,17,7,0,2
Otu000440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,0,0,0,0
Otu000441,0,0,0,0,0,0,4,0,0,0,9,36,5,7,0,0,0,0,92,41,42,0,0
Otu000442,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,1
Otu000443,0,3,0,0,0,0,0,0,0,0,42,58,2,67,0,0,0,0,51,9,2,0,0
Otu000444,0,0,1,8,2,0,2,0,0,12,0,0,0,12,34,68,89,4,0,0,0,2,0
Otu000445,1,22,174,4,0,0,1,0,0,0,0,0,0,8,1,0,11,0,0,3,5,3,0
Otu000446,0,3,0,0,0,0,0,0,0,0,0,0,0,33,62,72,59,0,0,0,0,2,0
Otu000447,0,0,2,2,0,0,4,0,0,0,0,0,0,29,51,67,25,40,1,0,1,0,9
Otu000448,0,1,0,0,0,0,0,0,0,0,62,16,10,29,0,0,0,0,28,81,2,0,1
Otu000449,0,0,0,0,206,0,0,0,0,0,1,2,0,0,0,0,0,21,0,0,0,0,0
Otu000450,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000451,3,5,19,24,0,7,22,13,116,20,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000452,6,5,3,15,0,25,41,13,90,31,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000453,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,13,0,2,0,93,77,37
Otu000454,0,3,0,13,0,0,31,21,77,81,0,0,0,0,0,0,0,0,1,0,0,0,0
Otu000455,1,1,0,0,0,0,0,0,0,0,44,45,13,36,0,0,0,1,37,40,5,0,4
Otu000456,0,0,0,0,0,0,0,0,0,0,40,65,1,40,0,0,0,0,8,50,16,0,4
Otu000457,0,0,0,0,0,0,0,0,0,0,0,0,0,24,148,15,35,0,0,0,0,3,0
Otu000458,21,8,2,12,0,7,20,12,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000459,0,0,0,1,0,0,1,0,0,0,0,0,0,22,58,35,93,0,1,0,0,12,0
Otu000460,0,2,0,10,0,0,0,0,1,0,0,5,0,9,6,0,0,1,1,0,167,11,10
Otu000461,0,0,0,0,2,0,0,0,0,0,51,33,17,20,0,0,0,0,21,75,4,0,0
Otu000462,0,0,0,0,0,0,0,0,0,0,0,0,0,55,11,85,38,0,0,0,2,29,1
Otu000463,0,1,0,0,0,0,1,0,0,0,23,33,7,19,0,0,0,0,45,49,42,0,0
Otu000464,0,0,0,0,3,0,0,0,0,0,30,17,9,21,0,0,0,0,0,139,0,0,1
Otu000465,6,8,12,36,0,6,24,18,91,18,0,0,0,1,0,0,0,0,0,0,0,0,0
Otu000466,0,0,0,0,0,0,0,0,0,0,5,99,0,15,0,0,0,0,69,30,1,0,0
Otu000467,63,9,24,40,0,56,19,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Otu000468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,210,0,0,0,0,0,0,0
Otu000469,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0
Otu000470,0,11,0,0,0,0,0,0,1,0,0,79,0,123,0,0,0,0,0,0,3,0,0
Otu000471,0,3,0,0,0,0,2,0,0,0,0,0,1,11,22,61,110,0,0,0,4,2,0
Otu000472,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000473,0,0,0,0,0,0,0,0,0,0,99,45,4,64,0,0,0,0,3,0,0,0,0
Otu000474,0,0,2,9,2,0,1,0,0,0,0,0,0,13,64,63,39,12,7,0,0,3,0
Otu000475,0,0,0,0,0,0,4,0,0,0,0,0,0,107,17,20,65,0,0,0,0,1,0
Otu000476,0,1,0,0,0,0,0,0,0,0,18,39,0,117,0,0,0,0,11,6,0,0,0
Otu000477,0,0,0,0,0,0,0,0,0,0,0,0,0,18,43,112,37,1,0,0,0,0,0
Otu000478,0,1,0,0,0,0,0,1,0,0,4,59,7,10,0,0,0,0,74,41,10,0,2
Otu000479,88,1,14,17,0,79,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000480,0,0,0,0,0,0,0,0,0,0,0,136,1,7,0,0,0,0,37,1,0,0,0
Otu000481,0,0,0,0,0,0,0,0,0,0,6,180,0,11,0,0,0,0,6,3,0,0,0
Otu000482,0,3,1,0,0,0,1,0,0,0,0,0,0,23,27,46,99,2,1,0,2,3,0
Otu000483,0,1,2,2,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000484,0,0,4,0,0,0,3,0,0,0,10,11,31,20,2,0,8,1,36,12,34,0,23
Otu000485,0,0,0,0,0,0,0,0,0,0,0,15,0,154,0,0,0,0,0,0,0,0,0
Otu000486,0,0,0,0,0,0,0,0,0,0,0,0,0,62,13,15,18,0,0,0,30,64,3
Otu000487,0,2,0,0,0,0,0,0,0,0,15,81,3,5,0,0,0,4,25,9,54,0,2
Otu000488,0,0,0,0,0,0,0,0,0,0,0,0,0,87,3,33,16,0,0,0,1,61,4
Otu000489,18,3,23,5,0,3,60,29,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000490,0,0,2,0,0,0,7,0,0,0,1,3,0,68,23,27,56,10,0,0,0,7,0
Otu000491,0,0,0,0,0,0,0,0,0,0,0,0,0,95,28,36,37,0,0,0,1,6,1
Otu000492,0,0,0,0,0,0,0,0,0,0,33,87,3,59,0,0,0,0,6,1,14,0,0
Otu000493,0,0,0,0,1,2,0,0,0,0,8,138,12,13,0,0,0,0,23,3,3,0,0
Otu000494,1,4,18,87,0,0,0,0,0,0,1,0,0,6,29,29,16,4,0,1,4,0,2
Otu000495,13,7,8,12,2,17,16,14,67,40,0,0,4,0,0,0,0,0,0,0,0,0,0
Otu000496,0,0,0,0,0,0,2,0,0,0,0,76,1,7,0,0,0,17,26,8,59,0,0
Otu000497,5,16,6,13,2,4,6,9,44,90,0,0,4,0,0,0,0,0,0,0,0,0,0
Otu000498,14,41,11,34,14,9,23,38,4,0,2,0,1,0,0,0,0,1,0,0,0,0,6
Otu000499,0,1,1,0,2,0,0,0,0,1,3,7,79,13,2,2,3,2,23,6,43,7,1
Otu000500,0,0,0,0,0,0,0,0,0,0,0,0,5,52,5,64,28,0,0,0,0,43,1
Otu000501,0,2,0,2,0,0,5,0,0,0,0,4,4,71,35,16,22,0,2,0,12,22,0
Otu000502,0,0,3,16,5,0,4,1,0,0,0,0,0,8,44,44,44,29,0,0,0,0,0
Otu000503,13,12,34,35,0,11,39,43,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000504,0,1,0,0,0,2,0,0,0,0,27,110,0,12,0,0,0,0,44,0,0,0,0
Otu000505,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,193,0,0,0,0
Otu000506,0,0,0,0,0,1,2,0,0,0,0,0,0,96,19,6,65,3,0,0,3,2,0
Otu000507,0,1,0,0,0,1,1,0,0,0,94,37,4,25,0,0,0,3,7,9,11,0,3
Otu000508,0,3,0,3,0,0,7,0,0,0,0,1,1,2,6,41,126,0,1,0,0,5,0
Otu000509,0,1,0,0,0,0,0,0,0,0,92,88,0,14,0,0,0,0,1,0,0,0,0
Otu000510,9,12,9,50,21,73,16,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0
Otu000511,0,2,0,0,0,0,0,1,0,0,81,21,0,76,0,0,0,0,0,6,1,0,1
Otu000512,0,1,0,2,0,0,1,0,0,0,0,0,0,12,6,19,153,0,0,0,0,1,0
Otu000513,0,0,0,0,0,0,0,0,0,0,13,63,0,116,0,0,0,0,0,3,0,0,0
Otu000514,0,137,4,1,0,2,4,0,1,0,0,0,0,10,17,5,11,0,0,0,2,0,0
Otu000515,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,2,0,0,0,0,0,0,0
Otu000516,0,0,0,0,0,0,0,0,0,0,6,33,6,33,0,0,0,0,69,21,26,0,0
Otu000517,0,0,0,0,0,0,0,0,0,0,10,122,6,13,0,0,0,0,7,0,32,0,3
Otu000518,72,12,29,21,0,53,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
