,EMf3, ECf11, EMf1, EMf7, MVf12, EMf2, ECf9, bkEC, bkEM, bkMV, EMw3, EMw6, EMw1, EMw4, EMw7, EMw8, MVw12, EMw2, EMw5, ECw9, ECw10, MVw13
Otu01115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0
Otu01116,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Otu01117,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0
Otu01118,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01119,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01120,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01121,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Otu01122,0,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01123,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01124,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0
Otu01125,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01126,1,0,0,1,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01127,1,0,1,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Otu01128,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0
Otu01129,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Otu01130,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0
Otu01131,1,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Otu01132,1,0,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Otu01133,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01134,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,1
Otu01135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Otu01136,0,0,2,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Otu01137,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01138,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01139,0,0,0,1,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01140,0,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0
Otu01141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Otu01142,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01143,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01144,2,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01145,0,0,0,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01146,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01147,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Otu01148,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01149,0,0,0,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Otu01151,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01152,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01153,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01154,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Otu01155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
Otu01156,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01157,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01158,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01159,1,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Otu01161,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
Otu01162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Otu01163,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01164,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01165,0,0,0,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Otu01166,0,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01167,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01168,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Otu01169,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Otu01170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0
Otu01171,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
Otu01172,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Otu01173,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0
Otu01174,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01175,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Otu01176,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01177,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Otu01178,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0
Otu01180,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0
Otu01181,0,0,1,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Otu01182,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Otu01184,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01185,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01186,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01187,0,0,0,0,1,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0
Otu01188,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Otu01189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
Otu01190,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0
Otu01191,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Otu01192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Otu01193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Otu01194,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Otu01196,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Otu01197,0,0,0,1,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Otu01198,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Otu01200,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Otu01202,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01203,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01204,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Otu01205,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01206,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0
Otu01207,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Otu01208,0,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Otu01209,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0
Otu01210,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01211,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01212,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01213,1,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01214,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01215,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01216,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01218,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01219,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01220,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01221,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01222,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Otu01224,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0
Otu01225,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
Otu01227,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Otu01229,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Otu01230,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01231,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0
Otu01232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Otu01233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
Otu01234,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01235,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
Otu01237,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
Otu01238,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Otu01239,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01240,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01241,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0
Otu01242,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
Otu01244,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01245,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01246,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01247,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0
Otu01248,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0
Otu01250,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01251,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
Otu01253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Otu01254,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Otu01255,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01256,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Otu01257,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01258,0,0,0,1,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Otu01260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1
Otu01261,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01262,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01263,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Otu01264,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0
Otu01265,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Otu01266,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,1,0,0,0
Otu01267,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Otu01268,0,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Otu01269,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
Otu01270,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01271,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01272,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01273,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Otu01275,2,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Otu01277,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01278,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01279,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01280,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01281,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Otu01283,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Otu01284,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Otu01285,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0
Otu01286,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01287,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,1,0,0,0
Otu01288,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01289,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Otu01290,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Otu01291,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0
Otu01292,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01293,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0
Otu01294,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0
Otu01295,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Otu01296,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0
Otu01297,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01298,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Otu01301,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01302,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Otu01303,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01304,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Otu01306,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01307,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01308,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01309,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0
Otu01310,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Otu01311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0
Otu01312,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01313,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
Otu01314,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01315,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01316,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01317,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01318,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01319,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Otu01320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Otu01321,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01322,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Otu01323,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Otu01324,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0
Otu01325,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01326,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01327,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01328,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01329,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01330,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01331,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0
Otu01332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Otu01333,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Otu01334,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01335,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01336,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Otu01338,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01339,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01341,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
Otu01342,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01343,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Otu01345,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0
Otu01346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Otu01347,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0
Otu01348,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Otu01349,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01350,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Otu01351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
Otu01352,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Otu01353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Otu01354,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0
Otu01355,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01356,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01357,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01358,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Otu01359,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01360,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01361,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0
Otu01362,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01363,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Otu01364,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01365,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01366,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0
Otu01367,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Otu01368,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01369,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0
Otu01370,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Otu01372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Otu01373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Otu01375,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01376,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Otu01377,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01378,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01379,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0
Otu01380,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1
Otu01381,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01382,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1
Otu01383,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
Otu01384,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0
Otu01385,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Otu01386,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01387,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01388,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Otu01389,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01390,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Otu01391,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu01393,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Otu01394,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0
Otu01395,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0
Otu01396,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
